Date,Open,High,Low,Close,Volume
2020-08-19,21372.607997177787,21434.2530091616,21146.239099955983,21191.71457456425,27627600
2020-08-20,21347.608412152404,21903.865398837497,21283.426049699963,21861.07663902198,26981500
2020-08-21,21702.694277856604,21945.233443337616,21600.199178531733,21617.45073692454,36249300
2020-08-24,21840.800582905686,21915.03134259701,21600.825238069396,21728.94862781628,25460100
2020-08-25,21692.692871470696,22049.995690037274,21692.692871470696,22035.744335392257,23043700
2020-08-26,22265.49118791442,22695.716658556637,22212.351155388795,22599.65637029382,39600800
2020-08-27,22659.952397596746,23499.69883234866,22305.143484863976,23035.093857053198,57602200
2020-08-28,23368.903353070087,23620.84331708766,23205.04134668752,23443.66694643395,26292900
2020-08-31,23007.809843316074,23180.114717850756,22735.161981422105,22858.816413556695,28774200
2020-09-01,22958.366130013048,23155.870841235832,22848.415005617604,23137.546430557966,25725500
2020-09-02,23185.165394607902,23682.491551652438,23122.110215159428,23559.430597845465,34080800
2020-09-03,23386.078377627044,23390.15778664982,21926.425050752117,22165.110167607778,58400300
2020-09-04,21915.505006816522,22247.650166786323,20905.82240006657,21828.901973395605,59664100
2020-09-08,21082.71947281208,21443.116441350998,20643.708537836566,20690.673150447084,52924300
2020-09-09,21127.834462926396,21864.661585700203,21036.238875794024,21503.371245549522,45679000
2020-09-10,21772.009891211757,21908.72379267232,20824.203745476407,20952.753950023325,35461500
2020-09-11,21121.948768505237,21267.72364677463,20514.3877838092,20798.799444630276,33620100
2020-09-14,20820.600043770944,21326.2306525116,20799.191574918936,20939.871798923592,30375800
2020-09-15,21160.645172310895,21298.72448620882,21009.366610643883,21197.195624495856,21823900
2020-09-16,21316.445713873603,21319.481832785335,20711.22181656814,20752.717500778846,26328100
2020-09-17,20185.387229012966,20617.246421124346,20176.30644470003,20473.966178847946,34011300
2020-09-18,20391.97161908922,20477.44000627522,19733.354881779294,20149.64062530175,55225300
2020-09-21,19797.386860308958,20351.58158975494,19716.065115672583,20334.512663548583,39839700
2020-09-22,20617.640566406917,20923.29649269305,20318.018594636083,20854.925482529216,33517100
2020-09-23,20971.87289494535,20992.04908881953,20177.988613430287,20234.478262132034,30803800
2020-09-24,20211.657611459,20790.144990389057,20145.91949742614,20549.445253907237,31202500
2020-09-25,20611.46276170144,21167.378888360265,20509.189225169775,21043.843173072673,29437300
2020-09-28,21381.85007851527,21553.20524732112,21095.919822300282,21235.843270843034,32004900
2020-09-29,21198.36513637921,21271.27102761456,20941.168924222646,20986.734719976084,24221900
2020-09-30,21080.417009746227,21511.70654006967,20959.655693502023,21344.265341798775,33829100
2020-10-01,21621.26454429488,21671.902194742146,21401.497326794368,21516.95110800059,27158400
2020-10-02,21083.639069170855,21386.71693759734,20834.28381117608,20900.171111279167,33154800
2020-10-05,20998.012771581216,21321.26203136035,20973.692540034932,21318.222195692473,21331600
2020-10-06,21199.650903380578,21337.718203809654,20793.566234099522,20904.223934696984,28554300
2020-10-07,21007.651713487474,21317.095365529774,20973.15676161611,21288.687575975902,25681100
2020-10-08,21423.38238993034,21492.58608757241,21200.509680479332,21430.50696223555,19925800
2020-10-09,21507.405883132353,21978.8322727062,21507.405883132353,21973.740969618088,26458000
2020-10-12,22196.05580657798,22710.40366964933,21995.186950534055,22460.83811372309,40461400
2020-10-13,22532.08041330534,22783.988655466077,22300.405411515963,22546.24383593502,28950800
2020-10-14,22588.465641268085,22712.043917753097,22196.460028100086,22371.697467790917,23421700
2020-10-15,21921.819172528714,22250.999311050764,21811.754518237645,22180.316648271983,22733100
2020-10-16,22276.520449759446,22493.06254145894,22192.53583307672,22226.93935605581,26057900
