Date,Open,High,Low,Close,Volume
2020-08-19,11884.658928926754,12005.572871844379,11846.489321394281,11856.47968299221,145538000
2020-08-20,11957.212203529516,12230.188057889225,11955.40422851551,12218.050035574182,126907200
2020-08-21,12271.97672664717,12848.72526461313,12270.690804736203,12797.533325681345,338054800
2020-08-24,13269.396688652394,13278.41934833712,12778.61591946145,12976.57795005769,345937600
2020-08-25,12871.062298912097,12920.864932366785,12701.267779293808,12884.222094738621,211495600
2020-08-26,13074.709214766328,13158.900062850846,12960.98642819543,13110.19876885484,163022400
2020-08-27,13106.467443814523,13141.773883720554,12765.256010891237,12886.63900390151,155552400
2020-08-28,13085.82200706088,13130.475573911659,12936.804067673187,12960.688865314296,187630000
2020-08-31,13111.688410627634,13463.169439884154,12949.308010880943,13261.735069715418,225702700
2020-09-01,13704.679025248186,13915.26702972026,13474.478837404522,13851.263990049716,151948100
2020-09-02,14188.806212221287,14229.02443963527,13096.725320980768,13550.46950583311,200119000
2020-09-03,13126.003720670562,13325.618331908143,12463.032091244315,12502.334315011394,257599600
2020-09-04,12404.29412078929,12779.304978651353,11455.91880552522,12496.23893818399,332607200
2020-09-08,11796.344599949316,12318.096150417769,11664.871862401154,11679.364895207691,231366600
2020-09-09,12100.521099904381,12294.525415257514,11894.133228857845,12106.712484097457,176940500
2020-09-10,12451.249342587891,12465.732287914276,11638.131804069344,11740.547142951982,182274400
2020-09-11,11842.453334499494,11910.674182801393,11370.07829505819,11576.806991331978,180860300
2020-09-14,11858.183067690361,11983.256206661223,11659.719944131093,11924.33744221012,140150100
2020-09-15,12181.785255974328,12233.259037211003,11695.872635431695,11894.561462422367,184642000
2020-09-16,11825.169097876806,11904.187931893961,11497.803679206974,11507.039311271044,154679000
2020-09-17,11225.633980257511,11479.366426486311,11122.298998718501,11289.066701526752,178011000
2020-09-18,11256.07301278564,11305.012024382833,10816.637030802354,10893.104917060584,287104900
2020-09-21,10642.214177798021,11217.386607649778,10495.621349562056,11206.188501233119,195713800
2020-09-22,11487.658935172823,11506.0098591033,11128.797373413998,11398.962673206812,183055400
2020-09-23,11416.983903954995,11467.103036601231,10920.903987672993,10956.704148502553,150718700
2020-09-24,10784.90393975927,11305.844633071021,10767.471079115257,11097.673650721323,167743300
2020-09-25,11133.039645349378,11544.766221342556,11055.006500561123,11528.337861030363,149981400
2020-09-28,11824.20671182397,11856.077637351222,11594.939516182922,11819.065885728633,137672400
2020-09-29,11761.186143519199,11839.217017590072,11660.566312920315,11713.95589956525,99382200
2020-09-30,11708.752760565601,12065.8086182436,11691.260305043019,11916.606184245553,142675200
2020-10-01,12080.507286994454,12088.722712938377,11894.637779943456,11993.220540872135,116120400
2020-10-02,11602.840421421946,11857.735304499873,11533.977972321518,11616.201546364697,144712000
2020-10-05,11704.016813382206,11985.545915613788,11667.027496720599,11970.133569687372,106243800
2020-10-06,11910.131515954345,11953.366817835373,11554.989610448618,11648.665181594668,161498200
2020-10-07,11791.477679179134,11887.151013477995,11741.068599639206,11838.799863850465,96849000
2020-10-08,11995.954357859277,12011.43316610059,11824.65691128256,11863.869997131871,83477200
2020-10-09,11901.808612646653,12079.386037690863,11864.64120797793,12076.288885248241,100506900
2020-10-12,12350.181440860071,12876.85947004402,12269.945503463317,12796.623532647267,240226800
2020-10-13,12850.37210923554,12862.68215943937,12273.865120784661,12422.607843236066,262330500
