Price,Open,High,Low,Close,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-08-11,198.47701588010221,198.9464684665569,194.62550768489723,194.85545349121094,36446500
2020-08-12,196.68537831820524,201.4662305288872,196.16801854790074,200.4219207763672,28013100
2020-08-13,200.66145750408137,202.49140457345376,199.4255188495774,199.9524688720703,22588900
2020-08-14,200.0099573373396,200.80517019031623,198.81235026103033,200.1440887451172,17958900
2020-08-17,200.81474113004822,202.33809367629547,200.16323534106616,201.4662322998047,20184800
2020-08-18,201.70576542532348,203.45906387306434,200.44110000254938,202.6255340576172,21336200
2020-08-19,203.11533676283554,203.70118231666288,200.96403193387363,201.39620971679688,27627600
2020-08-20,201.242545019471,206.48634420878187,200.63750197596372,206.08297729492188,26981500
2020-08-21,205.3915117571103,207.6868712742593,204.42151129871056,204.58477783203125,36249300
2020-08-24,206.28465870337072,206.9857624413079,204.01811028089563,205.2282257080078,25460100
2020-08-25,204.6615686502585,208.03257269130896,204.6615686502585,207.8981170654297,23043700
2020-08-26,209.25230434048552,213.29558685143772,208.75289140749118,212.39280700683594,39600800
2020-08-27,214.06393399133884,221.9968467452624,210.71212678794765,217.60781860351562,57602200
2020-08-28,219.14441634410528,221.50701058030987,217.60778267297653,219.84552001953125,26292900
2020-08-31,218.0111720750018,219.64385193055338,215.42768932110053,216.59938049316406,28774200
2020-09-01,216.58019136916778,218.44337309171303,215.5429557301869,218.2705078125,25725500
2020-09-02,218.94277951435643,223.63914330108395,218.34733514222197,222.47705078125,34080800
2020-09-03,220.19130703250988,220.2297166534023,206.44796072753812,208.69529724121094,58400300
2020-09-04,206.58244546337428,209.71335024398707,197.0648595359972,205.76609802246094,59664100
2020-09-08,198.32293318553906,201.71314970879104,194.19320331662198,194.63499450683594,52924300
2020-09-09,199.37937868506188,206.33267691327018,198.5150084494473,202.92324829101562,45679000
2020-09-10,204.94967867940164,206.2366278547582,196.02755499906874,197.23765563964844,35461500
2020-09-11,198.99521605660559,200.36859801651732,193.27123051236325,195.95074462890625,33620100
2020-09-14,196.15243960847576,200.9160236183838,195.95074881259208,197.27610778808594,30375800
2020-09-15,200.16691959839233,201.4730664903299,198.7359157965903,200.51266479492188,21823900
2020-09-16,202.27978839228365,202.30859926907064,196.53659069787514,196.93035888671875,26328100
2020-09-17,192.1283423992957,196.23886006184514,192.04190977266654,194.87509155273438,34011300
2020-09-18,194.7694511786119,195.58578376166412,188.47881764601027,192.4548797607422,55225300
2020-09-21,189.38161966417263,194.68304132211108,188.603696606861,194.51976013183594,39839700
2020-09-22,196.93991867032733,199.8595472801099,194.07792645728358,199.2064666748047,33517100
2020-09-23,199.6674750785702,199.85956711096682,192.10911961891628,192.64694213867188,30803800
2020-09-24,191.93627447628725,197.4297730540802,191.312004614749,195.14401245117188,31202500
2020-09-25,195.48976373093728,200.76235954382076,194.51974866099025,199.59068298339844,29437300
2020-09-28,202.52951091493645,204.15259209844297,199.8211711438522,201.1465301513672,32004900
2020-09-29,201.06006095204836,201.751551208077,198.6206329225684,199.0528106689453,24221900
2020-09-30,199.50424664506053,203.5859539847825,198.3613662452076,202.0012969970703,33829100
2020-10-01,205.03613320542445,205.51633398281396,202.95206359010166,204.0469207763672,27158400
2020-10-02,199.76350127892908,202.63510688545642,197.4009072677186,198.02517700195312,33154800
2020-10-05,199.01442845645465,202.07811202421507,198.78392678785568,202.04930114746094,21331600
2020-10-06,200.55105864789076,201.8571906871355,196.70945244898837,197.75628662109375,28554300
2020-10-07,198.86077087147342,201.78999894635191,198.5342378151438,201.52108764648438,25681100
2020-10-08,202.17414363529622,202.82722436981922,200.07087635691752,202.2413787841797,19925800
2020-10-09,202.86561094591409,207.31227471636583,202.86561094591409,207.26425170898438,26458000
2020-10-12,210.12624026263376,214.99548296035098,208.2246493730552,212.6328887939453,40461400
2020-10-13,213.90065482996604,216.29206019364605,211.70132686372915,214.0351104736328,28950800
2020-10-14,214.1695778878412,215.341269127575,210.45282801933874,212.11431884765625,23421700
2020-10-15,208.50321179823604,211.63411601753762,207.4563628234982,210.9618377685547,22733100
2020-10-16,211.43242521555936,213.48768423648824,210.6353047125582,210.9618377685547,26057900
2020-10-19,211.6917309808641,213.49729078125034,205.25704282497009,205.73724365234375,27625800
2020-10-20,207.25467820553234,208.76250116987134,204.65198329601157,206.15020751953125,22753500
2020-10-21,204.68079858489867,208.33032785047115,204.68079858489867,206.29428100585938,22724900
2020-10-22,205.45872995999608,207.50439028353233,203.3170382585862,206.38072204589844,22351500
2020-10-23,206.51513889792986,207.7156408050492,204.7191927343399,207.66761779785156,18879600
2020-10-26,205.38188756074356,207.773278160453,199.85957837314115,201.76116943359375,37111600
2020-10-27,203.21134829140573,206.16938664700513,202.00124768643659,204.8056182861328,36700300
2020-10-28,199.44659934305423,200.57026746118032,194.09717002917722,194.65419006347656,51195600
2020-10-29,195.98916339503887,199.148878240837,195.3168705450445,196.61341857910156,31432600
2020-10-30,195.44172713182547,196.20043795376327,191.71536420515818,194.4525146484375,36953700
2020-11-02,196.20043309681742,197.15123594037598,192.19556025111675,194.31805419921875,30842200
2020-11-03,195.8162779581689,199.87877254655092,195.07676463678703,198.2556915283203,27512000
2020-11-04,205.54517228102782,209.6749024484813,204.00852372653503,207.82131958007812,42311800
2020-11-05,213.24757229869556,215.24520945533908,212.39281543088538,214.4480743408203,36080100
2020-11-06,213.45886064139708,215.47570992275814,209.3963658567556,214.86105346679688,25231900
2020-11-09,215.5525596748849,219.08683089312086,209.25232687398287,209.74212646484375,44395000
2020-11-10,206.00614961539188,207.92695287520905,201.4154309967941,202.6543426513672,44045100
2020-11-11,203.97970129421734,209.40596463350337,203.79722264006887,207.9749755859375,29440800
2020-11-12,208.6088198165318,210.43357683578984,205.9677156465422,206.90890502929688,21593900
2020-11-13,207.79253006723377,208.81055361106783,205.6796490784843,207.93658447265625,18621100
2020-11-16,206.3615032186207,209.11786599098707,206.02537142510928,208.6280517578125,24953300
2020-11-17,207.54280102913202,209.0602227298947,205.60278560591848,205.96774291992188,24154100
2020-11-18,205.7269595828665,207.19059574696516,203.10782737044966,203.2522735595703,28372800
2020-11-19,203.54120679291546,205.13001245633458,202.14496671501772,204.54263305664062,24792700
2020-11-20,204.3307815723391,205.38035653386234,202.21236921439393,202.58790588378906,22843100
2020-11-23,203.1271290016807,204.41743292643147,200.4405998035543,202.3182830810547,25683500
2020-11-24,201.8175889891121,206.3047816996419,201.11466432534726,205.9292449951172,33979700
2020-11-25,207.13287926496642,207.3061971073512,204.5811575214122,205.93885803222656,21012900
2020-11-27,206.88251498562033,208.24985398548446,206.10254065901964,207.2484130859375,14512200
2020-11-30,206.16031025318807,206.79582361196043,203.02119486061437,206.1314239501953,33064800
2020-12-01,206.55510866026424,209.26091499887167,205.43813725180692,208.19207763671875,30904500
2020-12-02,206.9113898033444,207.4795067033715,204.90852280838254,207.38320922851562,23724500
2020-12-03,206.65139444216604,208.35575980273816,205.72698865711277,206.2951202392578,25120900
2020-12-04,206.2758673960875,207.39285348618526,205.27442652464393,206.41067504882812,24666000
